date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:02:07	17956/17956	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:48%20GMT	https://livehelperchat.com/news-5c.html	/home/administrador/websites/livehelper/livehelperchat.com/news-5c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:07	16120/16120	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:48%20GMT	https://livehelperchat.com/demo-12c.html	/home/administrador/websites/livehelper/livehelperchat.com/demo-12c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:08	13501/13501	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:49%20GMT	https://livehelperchat.com/order/now	/home/administrador/websites/livehelper/livehelperchat.com/order/now.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:08	11993/11993	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:49%20GMT	https://livehelperchat.com/market-16c.html	/home/administrador/websites/livehelper/livehelperchat.com/market-16c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:08	14589/14589	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:49%20GMT	https://livehelperchat.com/free-themes-22c.html	/home/administrador/websites/livehelper/livehelperchat.com/free-themes-22c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:09	15756/15756	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:50%20GMT	https://livehelperchat.com/free-plugins-19c.html	/home/administrador/websites/livehelper/livehelperchat.com/free-plugins-19c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:09	11999/11999	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:50%20GMT	https://livehelperchat.com/services-17c.html	/home/administrador/websites/livehelper/livehelperchat.com/services-17c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:09	13048/13048	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:50%20GMT	https://livehelperchat.com/compatible-hosting-21c.html	/home/administrador/websites/livehelper/livehelperchat.com/compatible-hosting-21c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:10	12934/12934	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:51%20GMT	https://livehelperchat.com/partners-18c.html	/home/administrador/websites/livehelper/livehelperchat.com/partners-18c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:10	14463/14463	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:51%20GMT	https://livehelperchat.com/commercial-offers-20c.html	/home/administrador/websites/livehelper/livehelperchat.com/commercial-offers-20c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:10	14455/14455	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:51%20GMT	https://livehelperchat.com/testimonials-15c.html	/home/administrador/websites/livehelper/livehelperchat.com/testimonials-15c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:11	17666/17666	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:52%20GMT	https://livehelperchat.com/support-13c.html	/home/administrador/websites/livehelper/livehelperchat.com/support-13c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:11	12334/12334	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:52%20GMT	https://livehelperchat.com/article/search	/home/administrador/websites/livehelper/livehelperchat.com/article/search.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:12	21440/21440	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:53%20GMT	https://livehelperchat.com/ultimate-tutorial-for-pro-active-chat-installation-and-chat-install-217a.html	/home/administrador/websites/livehelper/livehelperchat.com/ultimate-tutorial-for-pro-active-chat-installation-and-chat-install-217a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:12	18143/18143	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:53%20GMT	https://livehelperchat.com/article/view/46	/home/administrador/websites/livehelper/livehelperchat.com/article/view/46.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:13	18219/18219	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:54%20GMT	https://livehelperchat.com/article/view/63	/home/administrador/websites/livehelper/livehelperchat.com/article/view/63.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:13	17666/17666	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:54%20GMT	https://livehelperchat.com/commercial-support-13c.html	/home/administrador/websites/livehelper/livehelperchat.com/commercial-support-13c.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:14	18689/18689	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:55%20GMT	https://livehelperchat.com/gdpr-compliance-504a.html	/home/administrador/websites/livehelper/livehelperchat.com/gdpr-compliance-504a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:15	16763/16763	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:55%20GMT	https://livehelperchat.com/requirements-84a.html	/home/administrador/websites/livehelper/livehelperchat.com/requirements-84a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:15	16496/16496	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:56%20GMT	https://livehelperchat.com/live-helper-chat-architecture-scheme-396a.html	/home/administrador/websites/livehelper/livehelperchat.com/live-helper-chat-architecture-scheme-396a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:15	21849/21849	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:57%20GMT	https://livehelperchat.com/list-of-features-85a.html	/home/administrador/websites/livehelper/livehelperchat.com/list-of-features-85a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:16	17665/17665	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:57%20GMT	https://livehelperchat.com/contributors-124a.html	/home/administrador/websites/livehelper/livehelperchat.com/contributors-124a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:16	25124/25124	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:57%20GMT	https://livehelperchat.com/donators-126a.html	/home/administrador/websites/livehelper/livehelperchat.com/donators-126a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:17	16553/16553	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:58%20GMT	https://livehelperchat.com/article/view/55	/home/administrador/websites/livehelper/livehelperchat.com/article/view/55.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:17	17177/17177	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:58%20GMT	https://livehelperchat.com/article/view/56	/home/administrador/websites/livehelper/livehelperchat.com/article/view/56.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:17	17591/17591	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:59%20GMT	https://livehelperchat.com/how-to-use-bot-501a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-bot-501a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:18	23779/23779	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:59%20GMT	https://livehelperchat.com/article/view/45	/home/administrador/websites/livehelper/livehelperchat.com/article/view/45.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:18	17080/17080	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:00:59%20GMT	https://livehelperchat.com/how-to-anonymize-live-helper-chat-data-499a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-anonymize-live-helper-chat-data-499a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:19	18154/18154	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:00%20GMT	https://livehelperchat.com/how-to-use-paid-chats-feature-439a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-paid-chats-feature-439a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:19	17918/17918	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:00%20GMT	https://livehelperchat.com/how-to-use-product-concept-438a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-product-concept-438a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:20	17578/17578	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:01%20GMT	https://livehelperchat.com/how-to-use-themes-330a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-themes-330a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:20	18548/18548	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:01%20GMT	https://livehelperchat.com/how-to-use-commands-425a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-commands-425a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:21	17856/17856	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:02%20GMT	https://livehelperchat.com/how-to-configure-dashboard-422a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-configure-dashboard-422a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:21	17615/17615	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:02%20GMT	https://livehelperchat.com/how-to-a-change-back-front-office-theme-403a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-a-change-back-front-office-theme-403a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:21	24263/24263	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:02%20GMT	https://livehelperchat.com/how-to-use-co-browsing-388a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-co-browsing-388a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:22	20473/20473	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:03%20GMT	https://livehelperchat.com/xmpp-gtalk-xabber-configuration-and-support-222a.html	/home/administrador/websites/livehelper/livehelperchat.com/xmpp-gtalk-xabber-configuration-and-support-222a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:22	17942/17942	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:03%20GMT	https://livehelperchat.com/skype-sevabot-and-live-helper-chat-integration-360a.html	/home/administrador/websites/livehelper/livehelperchat.com/skype-sevabot-and-live-helper-chat-integration-360a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:22	20018/20018	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:03%20GMT	https://livehelperchat.com/openfire-pidgin-and-live-helper-chat-configuration-tutorial-363a.html	/home/administrador/websites/livehelper/livehelperchat.com/openfire-pidgin-and-live-helper-chat-configuration-tutorial-363a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:23	27690/27690	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:04%20GMT	https://livehelperchat.com/node.js-support-extension-to-reduce-server-load-and-use-node.js-as-transport-layer-255a.html	/home/administrador/websites/livehelper/livehelperchat.com/node.js-support-extension-to-reduce-server-load-and-use-node.js-as-transport-layer-255a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:23	17063/17063	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:04%20GMT	https://livehelperchat.com/how-do-i-enable-memcached-or-redis-for-live-helper-chat-257a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-do-i-enable-memcached-or-redis-for-live-helper-chat-257a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:23	17073/17073	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:04%20GMT	https://livehelperchat.com/supported-languages-145a.html	/home/administrador/websites/livehelper/livehelperchat.com/supported-languages-145a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:24	16664/16664	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:05%20GMT	https://livehelperchat.com/article/view/44	/home/administrador/websites/livehelper/livehelperchat.com/article/view/44.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:25	16687/16687	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:05%20GMT	https://livehelperchat.com/article/view/43	/home/administrador/websites/livehelper/livehelperchat.com/article/view/43.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:25	27204/27204	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:06%20GMT	https://livehelperchat.com/pre-filling-form-fields-and-adding-custom-fields-140a.html	/home/administrador/websites/livehelper/livehelperchat.com/pre-filling-form-fields-and-adding-custom-fields-140a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:26	18345/18345	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:07%20GMT	https://livehelperchat.com/how-to-pass-additional-variables-to-online-visitors-list-302a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-pass-additional-variables-to-online-visitors-list-302a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:26	17768/17768	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:07%20GMT	https://livehelperchat.com/article/view/42	/home/administrador/websites/livehelper/livehelperchat.com/article/view/42.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:26	16896/16896	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:07%20GMT	https://livehelperchat.com/article/view/41	/home/administrador/websites/livehelper/livehelperchat.com/article/view/41.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:27	16942/16942	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:08%20GMT	https://livehelperchat.com/article/view/40	/home/administrador/websites/livehelper/livehelperchat.com/article/view/40.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:27	20965/20965	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:08%20GMT	https://livehelperchat.com/article/view/39	/home/administrador/websites/livehelper/livehelperchat.com/article/view/39.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:27	23928/23928	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:08%20GMT	https://livehelperchat.com/article/view/38	/home/administrador/websites/livehelper/livehelperchat.com/article/view/38.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:28	17503/17503	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:09%20GMT	https://livehelperchat.com/how-to-use-google-smtp-in-live-helper-chat-204a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-google-smtp-in-live-helper-chat-204a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:28	17249/17249	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:09%20GMT	https://livehelperchat.com/how-to-use-chat-priority-165a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-chat-priority-165a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:28	17033/17033	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:09%20GMT	https://livehelperchat.com/tracking-online-users-73a.html	/home/administrador/websites/livehelper/livehelperchat.com/tracking-online-users-73a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:29	25361/25361	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:10%20GMT	https://livehelperchat.com/pro-active-chat-invitation-138a.html	/home/administrador/websites/livehelper/livehelperchat.com/pro-active-chat-invitation-138a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:29	16915/16915	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:10%20GMT	https://livehelperchat.com/sending-messages-to-on-line-users-91a.html	/home/administrador/websites/livehelper/livehelperchat.com/sending-messages-to-on-line-users-91a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:30	17235/17235	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:10%20GMT	https://livehelperchat.com/geo-detection-how-to-configure-75a.html	/home/administrador/websites/livehelper/livehelperchat.com/geo-detection-how-to-configure-75a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:30	18422/18422	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:11%20GMT	https://livehelperchat.com/how-to-block-certain-users-by-their-country-or-allow-chat-request-only-from-my-selected-country-346a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-block-certain-users-by-their-country-or-allow-chat-request-only-from-my-selected-country-346a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:30	18423/18423	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:11%20GMT	https://livehelperchat.com/canned-messages-92a.html	/home/administrador/websites/livehelper/livehelperchat.com/canned-messages-92a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:31	17390/17390	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:12%20GMT	https://livehelperchat.com/leave-a-message-functionality-tutorial-123a.html	/home/administrador/websites/livehelper/livehelperchat.com/leave-a-message-functionality-tutorial-123a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:31	17271/17271	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:12%20GMT	https://livehelperchat.com/operator-to-operator-chat-150a.html	/home/administrador/websites/livehelper/livehelperchat.com/operator-to-operator-chat-150a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:31	19337/19337	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:12%20GMT	https://livehelperchat.com/auto-responder-180a.html	/home/administrador/websites/livehelper/livehelperchat.com/auto-responder-180a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:32	17754/17754	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:13%20GMT	https://livehelperchat.com/automatic-transfers-between-departments-how-it-works-191a.html	/home/administrador/websites/livehelper/livehelperchat.com/automatic-transfers-between-departments-how-it-works-191a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:32	19333/19333	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:13%20GMT	https://livehelperchat.com/how-to-use-chrome-extension-245a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-use-chrome-extension-245a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:32	19642/19642	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:13%20GMT	https://livehelperchat.com/integration-with-google-analytics-event-tracking-273a.html	/home/administrador/websites/livehelper/livehelperchat.com/integration-with-google-analytics-event-tracking-273a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:33	18230/18230	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:14%20GMT	https://livehelperchat.com/need-help-tool-tip-configuration-280a.html	/home/administrador/websites/livehelper/livehelperchat.com/need-help-tool-tip-configuration-280a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:33	17286/17286	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:14%20GMT	https://livehelperchat.com/how-to-redirect-user-to-contact-form-if-chat-is-not-accepted-for-some-time-290a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-redirect-user-to-contact-form-if-chat-is-not-accepted-for-some-time-290a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:34	16456/16456	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:15%20GMT	https://livehelperchat.com/what-does-invisible-mode-do-305a.html	/home/administrador/websites/livehelper/livehelperchat.com/what-does-invisible-mode-do-305a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:34	16521/16521	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:15%20GMT	https://livehelperchat.com/how-to-enable-automatically-chat-reopen-for-user-313a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-enable-automatically-chat-reopen-for-user-313a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:35	17230/17230	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:16%20GMT	https://livehelperchat.com/how-to-setup-online-hours-and-ignore-users-status-completely-316a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-setup-online-hours-and-ignore-users-status-completely-316a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:35	16752/16752	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:16%20GMT	https://livehelperchat.com/how-to-go-offline-online-automatically-317a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-go-offline-online-automatically-317a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:35	18076/18076	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:16%20GMT	https://livehelperchat.com/how-to-setup-round-robin-automatic-chats-assignment-workflow-322a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-setup-round-robin-automatic-chats-assignment-workflow-322a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:36	16945/16945	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:17%20GMT	https://livehelperchat.com/how-to-setup-automatic-chat-s-closing-purging-341a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-setup-automatic-chat-s-closing-purging-341a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:36	17043/17043	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:17%20GMT	https://livehelperchat.com/my-operators-can-not-see-online-visitors-what-i-m-missing-343a.html	/home/administrador/websites/livehelper/livehelperchat.com/my-operators-can-not-see-online-visitors-what-i-m-missing-343a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:37	17198/17198	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:18%20GMT	https://livehelperchat.com/how-to-make-automatic-status-change-for-frontend-visitors-348a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-make-automatic-status-change-for-frontend-visitors-348a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:37	16909/16909	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:18%20GMT	https://livehelperchat.com/how-to-know-is-visitor-still-on-my-site-online-356a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-know-is-visitor-still-on-my-site-online-356a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:37	17171/17171	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:18%20GMT	https://livehelperchat.com/video-tutorials-349a.html	/home/administrador/websites/livehelper/livehelperchat.com/video-tutorials-349a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:38	16855/16855	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:19%20GMT	https://livehelperchat.com/whmcs-integration-350a.html	/home/administrador/websites/livehelper/livehelperchat.com/whmcs-integration-350a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:38	17258/17258	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:19%20GMT	https://livehelperchat.com/how-to-block-users-from-starting-a-chat-386a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-block-users-from-starting-a-chat-386a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:38	17085/17085	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:19%20GMT	https://livehelperchat.com/how-to-block-users-from-appearing-on-online-users-list-385a.html	/home/administrador/websites/livehelper/livehelperchat.com/how-to-block-users-from-appearing-on-online-users-list-385a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:39	17275/17275	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:20%20GMT	https://livehelperchat.com/questionary-module-106a.html	/home/administrador/websites/livehelper/livehelperchat.com/questionary-module-106a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:39	18322/18322	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:20%20GMT	https://livehelperchat.com/faq-module-112a.html	/home/administrador/websites/livehelper/livehelperchat.com/faq-module-112a.html	(from https://livehelperchat.com/documentation-6c.html)
09:02:39	22038/22038	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20May%202018%2014:01:20%20GMT	https://livehelperchat.com/chatbox-module-tutorial-121a.html	/home/administrador/websites/livehelper/livehelperchat.com/chatbox-module-tutorial-121a.html	(from https://livehelperchat.com/documentation-6c.html)
